target_id	length	eff_length	est_counts	tpm
C09D8.1c.1	4114	3797.06	0	0
C09D8.1d.1	6030	5713.06	0	0
C09D8.1e.1	6457	6140.06	0	0
C09D8.1f.1	6615	6298.06	0	0
C09D8.1g.1	4764	4447.06	0	0
C09D8.1h.1	3252	2935.06	0	0
C09D8.1i.1	6675	6358.06	0	0
C09D8.1j.1	6747	6430.06	0	0
C09D8.1k.1	6213	5896.06	0	0
C09D8.1l.1	6743	6426.06	0	0
C09D8.1m.1	6199	5882.06	0	0
C09D8.1n.1	5628	5311.06	0	0
C09E10.2a.1	3726	3409.06	0	0
C09E10.2b.1	3734	3417.06	0	0
C09E10.2c.1	2385	2068.06	0	0
C09E10.2d.1	2391	2074.06	0	0
C09E10.2e.1	2760	2443.06	0	0
C09E10.3.1	36	37	0	0
C09E7.1.1	594	290.037	0	0
C09E7.10.1	1144	827.055	0	0
C09E7.11.1	489	200.533	0	0
C09E7.2.1	846	530.312	0	0
C09E7.3.1	500	209.255	0	0
C09E7.4.1	1983	1666.06	1	56.4228
C09E7.7a.1	3190	2873.06	0	0
C09E7.7a.2	3130	2813.06	0	0
C09E7.7b.1	3164	2847.06	0	0
C09E7.7c.1	2697	2380.06	1	39.4964
C09E7.8a.1	3430	3113.06	0	0
C09E7.8b.1	2430	2113.06	1	44.487
C09E8.1a.1	2505	2188.06	0	0
C09E8.2a.1	1100	783.055	0	0
C09E8.2a.2	998	681.055	0	0
C09E8.2b.1	1774	1457.06	0	0
C09E8.3.1	2339	2022.06	2	92.9782
C09E8.6.1	30	31	0	0
C09E9.1a.1	561	260.864	0	0
C09E9.1b.1	273	64.1573	0	0
C09E9.1c.1	141	18.2982	0	0
C09E9.1d.1	1910	1593.06	0	0
C09E9.1d.2	976	659.211	0	0
C09F12.1.1	825	509.678	0	0
C09F12.1.2	668	358.747	0	0
C09F12.2.1	2063	1746.06	0	0
C09F12.3.1	1575	1258.06	0	0
C09F5.1a.1	1949	1632.06	0	0
C09F5.1b.1	1346	1029.06	0	0
C09F5.2a.1	1507	1190.06	0	0
C09F5.2a.2	1297	980.055	0	0
C09F5.2b.1	1003	686.055	0	0
C09F5.3.1	1306	989.055	1	95.0438
C09F9.1.1	649	340.838	0	0
C09F9.1.2	445	167.617	0	0
C09F9.2.1	5570	5253.06	4	71.5801
C09F9.3a.1	2409	2092.06	0	0
C09F9.3a.2	2509	2192.06	0	0
C09F9.3b.1	2689	2372.06	0	0
C09F9.3c.1	2427	2110.06	0	0
C09F9.3d.1	2526	2209.06	0	0
C09F9.3e.1	2484	2167.06	0	0
C09F9.3f.1	2571	2254.06	0	0
C09G1.2.1	4399	4082.06	0	0
C09G1.4.1	2010	1693.06	3	166.569
C09G1.4.2	2111	1794.06	0	0
C09G1.5a.1	490	201.428	0	0
C09G1.5a.2	790	475.84	0	0
C09G1.5b.1	599	294.823	0	0
C09G1.5b.2	873	556.926	0	0
C09G12.1.1	743	430.215	0	0
C09G12.10.1	945	628.364	0	0
C09G12.11.1	939	622.512	0	0
C09G12.15.1	903	586.652	0	0
C09G12.16.1	933	616.512	0	0
C09G12.17.1	576	273.895	0	0
C09G12.2.1	977	660.055	0	0
C09G12.3.1	984	667.055	0	0
C09G12.5.1	375	119.606	0	0
C09G12.6.1	894	577.79	0	0
C09G12.8a.1	424	152.014	0	0
C09G12.8b.1	1661	1344.06	0	0
C09G12.9.1	2135	1818.06	1	51.7056
C09G4.1a.1	1464	1147.06	2	163.904
C09G4.1b.1	1119	802.055	0	0
C09G4.1c.1	1418	1101.06	0	0
C09G4.2a.1	2263	1946.06	1.58473	76.55
C09G4.2b.1	1035	718.055	0.415264	54.364
C09G4.2c.1	2302	1985.06	2.06182e-06	9.76386e-05
C09G4.3.1	693	382.06	2	492.087
C09G4.4.1	751	437.802	0	0
C09G4.5.1	1676	1359.06	3	207.505
C09G5.1.1	1735	1418.06	0	0
C09G5.13.1	968	651.211	0	0
C09G5.14.1	381	123.661	0	0
C09G5.2a.1	1572	1255.06	0	0
C09G5.2b.1	510	217.607	0	0
C09G5.3.1	905	588.652	0	0
C09G5.4.1	1037	720.055	0	0
C09G5.5.1	1040	723.055	0	0
C09G5.6.1	3010	2693.06	0	0
C09G5.7.1	1338	1021.06	0	0
C09G5.8a.1	4096	3779.06	0	0
C09G5.8b.1	3279	2962.06	0	0
C09G9.1a.1	1718	1401.06	0	0
C09G9.1a.2	1551	1234.06	0	0
C09G9.1b.1	1182	865.055	0	0
C09G9.1c.1	1156	839.055	1	112.035
C09G9.2a.1	1240	923.055	0	0
C09G9.2b.1	840	524.312	0	0
C09G9.3a.1	780	466.062	0	0
C09G9.3b.1	588	284.388	0	0
C09G9.3c.1	456	176.106	0	0
C09G9.4.1	1959	1642.06	0	0
C09G9.5a.1	754	440.488	0	0
C09G9.5b.1	546	247.507	0	0
C09G9.5c.1	312	83.7255	0	0
C09G9.6.1	1801	1484.06	0	0
C09G9.7a.1	915	598.512	0	0
C09G9.7b.1	126	18.3542	0	0
C09G9.8a.1	288	71.7826	0	0
C09G9.8b.1	135	16.8391	0	0
C09G9.8c.1	436	160.618	0	0
C09H10.1.1	723	411.01	0	0
C09H10.10a.1	1193	876.055	0	0
C09H10.10b.1	1191	874.055	0	0
C09H10.2.1	398	133.632	0	0
C09H10.2.2	369	115.365	3	2444.5
C09H10.3.1	1605	1288.06	2	145.962
C09H10.4.1	276	65.4967	0	0
C09H10.5a.1	963	646.211	0	0
C09H10.5b.1	345	101.962	0	0
C09H10.5c.1	477	191.619	0	0
C09H10.6.1	1301	984.055	0	0
C09H10.8.1	1115	798.055	0	0
C09H10.9.1	1252	935.055	0	0
C09H5.2a.1	3367	3050.06	0	0
C09H5.3.1	1139	822.055	0	0
C09H5.4.1	1109	792.055	0	0
C09H5.5.1	1089	772.055	0	0
C09H5.6.1	1227	910.055	0	0
C09H5.7.1	1047	730.055	0	0
C09H5.9.1	1118	801.055	0	0
C09H6.1a.1	4226	3909.06	1	24.0476
C09H6.1b.1	4226	3909.06	1	24.0476
C09H6.2a.1	3339	3022.06	2.07674e-08	6.45989e-07
C09H6.2b.1	3257	2940.06	3	95.9202
C09H6.2c.1	2796	2479.06	0	0
C09H6.3.1	1970	1653.06	0	0
C10A4.1.1	2104	1787.06	0	0
C10A4.10.1	1008	691.055	0	0
C10A4.13.1	704	392.874	0	0
C10A4.13.2	822	506.678	0	0
C10A4.13.3	426	153.577	0	0
C10A4.13.4	732	419.316	0	0
C10A4.2.1	816	500.917	0	0
C10A4.3.1	2494	2177.06	0	0
C10A4.4.1	882	565.926	0	0
C10A4.4.2	792	477.84	0	0
C10A4.5.1	1429	1112.06	0	0
C10A4.5.2	1674	1357.06	0	0
C10A4.6.1	736	423.316	0	0
C10A4.7.1	718	406.205	0	0
C10A4.8.1	952	635.364	2	295.905
C10A4.9a.1	806	491.035	0	0
C10A4.9b.1	751	437.802	0	0
C10B5.1.1	997	680.055	0	0
C10B5.1.2	992	675.055	0	0
C10B5.3.1	842	526.312	0	0
C10B5.3.2	774	460.062	0	0
C10C5.1a.1	7751	7434.06	0	0
C10C5.1b.1	7638	7321.06	0	0
C10C5.1c.1	7323	7006.06	0	0
C10C5.1d.1	7640	7323.06	0	0
C10C5.1e.1	7323	7006.06	0	0
C10C5.1f.1	7636	7319.06	0	0
C10C5.1g.1	7329	7012.06	0	0
C10C5.1h.1	7215	6898.06	0	0
C10C5.1i.1	5115	4798.06	0.00263433	0.0516118
C10C5.1j.1	5567	5250.06	0	0
C10C5.1k.1	5061	4744.06	5.99737	118.838
C10C5.1l.1	3117	2800.06	0	0
C10C5.2.1	1070	753.055	0	0
C10C5.3.1	1296	979.055	0	0
C10C5.4.1	1407	1090.06	0	0
C10C5.5.1	1347	1030.06	0	0
C10C5.6a.1	5738	5421.06	0	0
C10C5.6b.1	5809	5492.06	0	0
C10C5.6c.1	5403	5086.06	0.00103926	0.0192082
C10C5.6d.1	5347	5030.06	1.99896	37.3573
C10C5.6e.1	5772	5455.06	0	0
C10C5.7.1	368	114.706	0	0
C10C6.13.1	129	18.9273	0	0
C10C6.1a.1	5852	5535.06	0	0
C10C6.1a.2	5549	5232.06	0	0
C10C6.1a.3	5232	4915.06	2	38.2513
C10C6.1b.1	4149	3832.06	0	0
C10C6.1c.1	5391	5074.06	0	0
C10C6.1d.1	5487	5170.06	0	0
C10C6.1e.1	4950	4633.06	0	0
C10C6.1f.1	4938	4621.06	0	0
C10C6.1g.1	5911	5594.06	0	0
C10C6.1h.1	5634	5317.06	0	0
C10C6.1i.1	4707	4390.06	0	0
C10C6.2.1	1229	912.055	0	0
C10C6.3a.1	1071	754.055	0	0
C10C6.3b.1	1097	780.055	0	0
C10C6.5.1	1941	1624.06	0	0
C10C6.6.1	3826	3509.06	1	26.7888
C10C6.7b.1	1028	711.055	0	0
C10C6.7c.1	276	65.4967	0	0
C10E2.1.1	2637	2320.06	0	0
C10E2.2.1	1591	1274.06	0	0
C10E2.2.2	3033	2716.06	0	0
C10E2.3a.1	3622	3305.06	0	0
C10E2.3b.1	2451	2134.06	3	132.148
C10E2.5.1	1566	1249.06	0	0
C10E2.5.2	1230	913.055	0	0
C10E2.6.1	2332	2015.06	0	0
C10F3.1.1	2446	2129.06	1	44.1527
C10F3.2.1	1341	1024.06	0	0
C10F3.3.1	3313	2996.06	0	0
C10F3.4a.1	1471	1154.06	0	0
C10F3.4a.2	1590	1273.06	0	0
C10F3.4b.1	1449	1132.06	0	0
C10F3.5a.1	1366	1049.06	0	0
C10F3.5b.1	920	603.512	0	0
C10F3.6.1	1916	1599.06	0	0
C10F3.6.2	2177	1860.06	0	0
C10F3.7.1	677	367.136	1	256.046
C10G11.10.1	829	513.558	0	0
C10G11.1a.1	569	267.76	0	0
C10G11.1a.2	580	277.489	0	0
C10G11.1b.1	784	469.952	0	0
C10G11.2.1	1117	800.055	0	0
C10G11.3.1	1092	775.055	0	0
C10G11.4.1	1038	721.055	0	0
C10G11.5a.1	1578	1261.06	0	0
C10G11.5b.1	1486	1169.06	0	0
C10G11.5c.1	1455	1138.06	0	0
C10G11.5c.2	1553	1236.06	0	0
C10G11.6a.1	1187	870.055	0	0
C10G11.6b.1	1314	997.055	0	0
C10G11.7a.1	1633	1316.06	3.72647	266.175
C10G11.7a.2	2792	2475.06	3.27353	124.33
C10G11.7a.3	1613	1296.06	0	0
C10G11.8.1	1551	1234.06	0	0
C10G11.8.2	1363	1046.06	0	0
C10G11.9.1	709	397.78	0	0
C10G6.1a.1	2093	1776.06	2	105.857
C10G6.1b.1	2079	1762.06	0	0
C10G8.1.1	1014	697.055	0	0
C10G8.2.1	627	320.525	0	0
C10G8.3.1	774	460.062	0	0
C10G8.4.1	366	113.651	0	0
C10G8.5a.1	3733	3416.06	0	0
C10G8.5b.1	3557	3240.06	5	145.065
C10G8.5c.1	1261	944.055	0	0
C10G8.5d.1	2853	2536.06	0	0
C10G8.6.1	1110	793.055	1	118.533
C10G8.7.1	880	563.926	0	0
C10G8.8a.1	1336	1019.06	3	276.737
C10G8.8b.1	888	571.926	0	0
C10H11.1.1	3029	2712.06	0	0
C10H11.1.2	2962	2645.06	1.30269e-08	4.62967e-07
C10H11.1.3	2890	2573.06	2	73.0676
C10H11.10.1	1402	1085.06	0	0
C10H11.3.1	1660	1343.06	0	0
C10H11.4.1	1734	1417.06	0	0
C10H11.5.1	1589	1272.06	0	0
C10H11.6a.1	1931	1614.06	0	0
C10H11.6b.1	1587	1270.06	0	0
C10H11.7.1	622	315.756	0	0
C10H11.8a.1	1654	1337.06	0	0
C10H11.8b.1	1599	1282.06	0	0
C10H11.9.1	4366	4049.06	7	162.513
C11D2.2.1	1292	975.055	0	0
C11D2.3.1	1365	1048.06	0	0
C11D2.4.1	1288	971.055	0	0
C11D2.6a.1	5724	5407.06	0	0
C11D2.6b.1	5304	4987.06	6.02129e-06	0.000113498
C11D2.6c.1	5540	5223.06	0	0
C11D2.6d.1	5586	5269.06	0	0
C11D2.6e.1	5525	5208.06	0	0
C11D2.6f.1	5217	4900.06	0.999993	19.1841
C11D2.6g.1	5499	5182.06	0	0
C11D2.6h.1	5319	5002.06	7.74193e-07	1.45494e-05
C11D2.6i.1	5550	5233.06	0	0
C11D2.6j.1	5361	5044.06	0	0
C11D2.6k.1	5448	5131.06	0	0
C11D2.6l.1	5463	5146.06	0	0
C11D2.6m.1	5604	5287.06	0	0
C11D2.6n.1	5415	5098.06	0	0
C11D2.6o.1	5502	5185.06	0	0
C11D2.6p.1	5517	5200.06	0	0
C11D2.7.1	726	413.912	0	0
C11D9.1.1	2937	2620.06	0	0
C11E4.1.1	906	589.652	1	159.422
C11E4.2.1	797	482.498	0	0
C11E4.3a.1	1954	1637.06	0	0
C11E4.3b.1	381	123.661	0	0
C11E4.6.1	3979	3662.06	0	0
C11E4.7a.1	1398	1081.06	0	0
C11E4.7b.1	1032	715.055	0	0
C11E4.8a.1	1352	1035.06	0	0
C11E4.8b.1	819	503.678	0	0
C11E4.8c.1	795	480.726	0	0
C11E4.8d.1	1149	832.055	0	0
C11E4.8d.2	658	349.342	0	0
C11G10.1.1	864	548.055	0	0
C11G6.1a.1	3474	3157.06	0	0
C11G6.1b.1	1047	730.055	0	0
C11G6.1c.1	630	323.447	0	0
C11G6.1d.1	3285	2968.06	1	31.6718
C11G6.2.1	1252	935.055	0	0
C11G6.4a.1	1677	1360.06	0	0
C11G6.4b.1	1827	1510.06	0	0
C11G6.4b.2	1406	1089.06	0	0
C11H1.2.1	1631	1314.06	0	0
C11H1.3.1	1994	1677.06	1	56.0527
C11H1.4a.1	3161	2844.06	0	0
C11H1.4b.1	813	498.035	0	0
C11H1.5.1	1833	1516.06	0	0
C11H1.7a.1	832	516.435	0	0
C11H1.7a.2	923	606.512	0	0
C11H1.7b.1	216	39.3819	0	0
C11H1.9.1	1468	1151.06	0	0
C12C8.1.1	2057	1740.06	0	0
C12C8.2a.1	1560	1243.06	0	0
C12C8.2b.1	519	225.257	0	0
C12C8.3a.1	4796	4479.06	0	0
C12C8.3a.2	4631	4314.06	0	0
C12C8.3b.1	4785	4468.06	0	0
C12C8.3b.2	4613	4296.06	0	0
C12D12.1a.1	2558	2241.06	0	0
C12D12.1b.1	2109	1792.06	0	0
C12D12.1c.1	2717	2400.06	0	0
C12D12.2a.1	1854	1537.06	0	0
C12D12.2b.1	1761	1444.06	1	65.0969
C12D12.3.1	1006	689.055	0	0
C12D12.5a.1	1090	773.055	0	0
C12D12.5a.2	1022	705.055	0	0
C12D12.5b.1	783	468.952	0	0
C12D5.10.1	1112	795.055	0	0
C12D5.11.1	1142	825.055	0	0
C12D5.2a.1	1377	1060.06	0	0
C12D5.3.1	704	392.874	0	0
C12D5.4.1	645	337.247	0	0
C12D5.5.1	660	351.257	0	0
C12D5.7.1	1591	1274.06	1	73.7829
C12D5.8a.1	1557	1240.06	0	0
C12D5.8a.2	1462	1145.06	0	0
C12D5.8b.1	1171	854.055	0	0
C12D5.8b.2	1035	718.055	0	0
C12D5.9.1	1216	899.055	0	0
C12D8.10a.1	2069	1752.06	1.99727	107.16
C12D8.10b.1	2086	1769.06	0.00273029	0.145081
C12D8.10c.1	765	451.17	0	0
C12D8.11.1	2018	1701.06	0	0
C12D8.12.1	1065	748.055	0	0
C12D8.13a.1	642	334.49	0	0
C12D8.13b.1	1024	707.055	0	0
C12D8.14.1	362	111.46	0	0
C12D8.15.1	561	260.864	0	0
C12D8.16.1	288	71.7826	0	0
C12D8.17.1	316	85.9075	0	0
C12D8.18.1	392	130.046	0	0
C12D8.19.1	317	86.23	0	0
C12D8.1a.1	1966	1649.06	0	0
C12D8.1b.1	2568	2251.06	0	0
C12D8.1b.2	2123	1806.06	0	0
C12D8.1c.1	1647	1330.06	2	141.353
C12D8.20.1	891	574.926	0	0
C12D8.21a.1	249	52.7476	0	0
C12D8.21b.1	78	12.6667	0	0
C12D8.4.1	492	202.903	0	0
C12D8.5.1	1381	1064.06	0	0
C12D8.6.1	325	90.8722	0	0
C12D8.8.1	991	674.055	0	0
C12D8.9a.1	374	118.799	0	0
C12D8.9b.1	198	33.2596	0	0
C13A10.1a.1	1652	1335.06	0	0
C13A10.1a.2	1570	1253.06	0	0
C13A10.1b.1	1452	1135.06	0	0
C13A10.2.1	513	219.992	0	0
C13A2.1.1	2193	1876.06	0	0
C13A2.1.2	2306	1989.06	0	0
C13A2.10.1	1016	699.055	0	0
C13A2.12.1	777	463.062	0	0
C13A2.3.1	1330	1013.06	0	0
C13A2.4.1	962	645.364	0	0
C13A2.5.1	1683	1366.06	0	0
C13A2.6.1	1676	1359.06	0	0
C13A2.7a.1	1431	1114.06	0	0
C13A2.7b.1	1299	982.055	0	0
C13A2.9.1	1000	683.055	0	0
C13B4.1a.1	3190	2873.06	0	0
C13B4.1b.1	2853	2536.06	1	37.0668
C13B4.1c.1	768	454.062	0	0
C13B4.1d.1	3078	2761.06	0	0
C13B4.1e.1	3058	2741.06	0	0
C13B4.2.1	1689	1372.06	1	68.5129
C13B7.1.1	1041	724.055	0	0
C13B7.2.1	1017	700.055	0	0
C13B7.3a.1	1023	706.055	0	0
C13B7.4a.1	972	655.211	0	0
C13B7.4b.1	687	376.424	0	0
C13B7.4e.1	117	15.9062	0	0
C13B7.5.1	1014	697.055	0	0
C13B7.6.1	582	279.216	0	0
C13B9.2.1	1645	1328.06	0	0
C13B9.2.2	1580	1263.06	0	0
C13B9.2.3	1949	1632.06	0	0
C13B9.3.1	1808	1491.06	2	126.09
C13B9.4a.1	2318	2001.06	0	0
C13B9.4a.2	2961	2644.06	0	0
C13B9.4a.3	2263	1946.06	0	0
C13B9.4b.1	2242	1925.06	0	0
C13B9.4b.2	2188	1871.06	0	0
C13B9.4b.3	2931	2614.06	0	0
C13B9.4c.1	2307	1990.06	0	0
C13B9.4c.2	2996	2679.06	0	0
C13B9.4c.3	2292	1975.06	0	0
C13B9.4d.1	2318	2001.06	0	0
C13B9.4d.2	2251	1934.06	0	0
C13B9.4d.3	1776	1459.06	0	0
C13B9.4e.1	2221	1904.06	0	0
C13C12.1a.1	728	415.813	0	0
C13C12.1b.1	871	554.926	0	0
C13C12.2.1	1557	1240.06	0	0
C13C12.2.2	1462	1145.06	0	0
C13C12.2.3	1428	1111.06	2	169.215
C13C4.1.1	1492	1175.06	0	0
C13C4.2.1	1533	1216.06	0	0
C13C4.3a.1	1597	1280.06	0	0
C13C4.3b.1	1621	1304.06	0	0
C13C4.4.1	1204	887.055	0	0
C13C4.4.2	1152	835.055	0	0
C13C4.5.1	1750	1433.06	0	0
C13C4.6.1	1581	1264.06	0	0
C13C4.7.1	1169	852.055	0	0
C13C4.8.1	619	312.833	0	0
C13D9.1.1	1584	1267.06	0	0
C13D9.3.1	1158	841.055	0	0
C13D9.4.1	993	676.055	0	0
C13D9.5.1	876	559.926	0	0
C13D9.6.1	876	559.926	0	0
C13D9.7.1	2316	1999.06	0	0
C13D9.8.1	2310	1993.06	0	0
C13D9.9.1	1628	1311.06	0	0
C13E3.1a.1	3157	2840.06	3	99.2976
C13E3.1b.1	2640	2323.06	0	0
C13F10.1a.1	710	398.78	0	0
C13F10.1b.1	324	90.052	0	0
C13F10.2.1	532	235.985	0	0
C13F10.4.1	6572	6255.06	3	45.0852
C13F10.5.1	697	386.06	0	0
C13F10.6.1	1572	1255.06	0	0
C13F10.7.1	951	634.364	3	444.557
C13F10.8.1	42	43	0	0
C13G3.1.1	827	511.558	0	0
C13G3.12.1	33	34	0	0
C13G3.2.1	746	433.01	0	0
C13G3.3a.1	2039	1722.06	0	0
C13G3.3a.2	2179	1862.06	0	0
C13G3.3a.3	2376	2059.06	0	0
C13G3.3a.4	2109	1792.06	0	0
C13G3.3b.1	2051	1734.06	0	0
C13G3.3b.2	2340	2023.06	0	0
C13G3.3b.3	2135	1818.06	0	0
C13G3.3c.1	1824	1507.06	0	0
C13G3.3d.1	1725	1408.06	1	66.7613
C13G5.1.1	900	583.652	0	0
C13G5.1.2	886	569.926	0	0
C13G5.2.1	1174	857.055	0	0
C14A11.1.1	838	522.312	0	0
C14A11.2.1	1137	820.055	0	0
C14A11.3a.1	1981	1664.06	1	56.4906
C14A11.3b.1	3677	3360.06	0	0
C14A11.3c.1	2063	1746.06	0	0
C14A11.5.1	1629	1312.06	0	0
C14A11.6a.1	1565	1248.06	0	0
C14A11.6b.1	1521	1204.06	0	0
C14A11.7.1	1086	769.055	0	0
C14A11.9.1	748	435.01	0	0
C14A4.1.1	997	680.055	0	0
C14A4.10.1	445	167.617	0	0
C14A4.11.1	1066	749.055	2	250.992
C14A4.12a.1	2276	1959.06	0	0
C14A4.12b.1	2249	1932.06	0	0
C14A4.13.1	1474	1157.06	0	0
C14A4.14.1	1429	1112.06	0	0
C14A4.15.1	1060	743.055	0	0
C14A4.2.1	1235	918.055	2	204.788
C14A4.3.1	2013	1696.06	0	0
C14A4.4a.1	2726	2409.06	0	0
C14A4.4b.1	2613	2296.06	0	0
C14A4.5.1	747	434.01	0	0
C14A4.6.1	619	312.833	0	0
C14A4.7a.1	680	369.871	0	0
C14A4.7b.1	432	157.286	0	0
C14A4.8.1	824	508.678	0	0
C14A4.9.1	588	284.388	1	330.547
C14A6.1.1	1013	696.055	0	0
C14A6.12.1	435	159.798	0	0
C14A6.13.1	749	435.906	0	0
C14A6.3.1	196	32.4792	0	0
C14A6.5.1	673	363.486	0	0
C14A6.6.1	723	411.01	0	0
C14A6.7.1	320	87.8036	0	0
C14A6.8.1	484	196.775	0	0
C14B1.1.1	1577	1260.06	2	149.205
C14B1.10.1	2276	1959.06	0	0
C14B1.12.1	547	248.445	0	0
C14B1.2.1	766	452.062	1	207.944
C14B1.3.1	1349	1032.06	0	0
C14B1.4.1	1340	1023.06	1	91.8851
C14B1.5.1	1293	976.055	0	0
C14B1.6a.1	2567	2250.06	0	0
C14B1.6b.1	1929	1612.06	0	0
C14B1.8.1	785	470.952	1	199.603
C14B1.9a.1	1276	959.055	0	0
C14B1.9b.1	1265	948.055	0	0
C14B4.2.1	5808	5491.06	0.000755048	0.012926
C14B4.2.2	5745	5428.06	1.99924	34.6231
C14B9.1.1	518	224.428	2	837.716
C14B9.10.1	361	110.686	1	849.284
C14B9.10.2	349	104.329	0	0
C14B9.2.1	2112	1795.06	2	104.736
C14B9.3.1	1104	787.055	0	0
C14B9.4.1	2289	1972.06	1	47.6678
C14B9.6a.1	5958	5641.06	0	0
C14B9.6c.1	5709	5392.06	2	34.8674
C14B9.7.1	534	237.687	2	790.987
C14B9.8a.1	3987	3670.06	0	0
C14B9.8b.1	3699	3382.06	0	0
C14C10.1.1	1079	762.055	0	0
C14C10.10.1	42	43	0	0
C14C10.2a.1	1096	779.055	0	0
C14C10.2b.1	1027	710.055	0	0
C14C10.3a.1	2262	1945.06	0	0
C14C10.3b.1	2261	1944.06	0	0
C14C10.3c.1	2513	2196.06	0	0
C14C10.4.1	3370	3053.06	1	30.79
C14C10.5a.1	6211	5894.06	0.00373976	0.059645
C14C10.5b.1	6163	5846.06	0.99626	16.0197
C14C10.6.1	635	328.052	0	0
C14C10.7.1	557	257.377	0	0
C14C11.1.1	1117	800.055	0	0
C14C11.2.1	1953	1636.06	0	0
C14C11.3.1	1946	1629.06	4	230.817
C14C11.4.1	1682	1365.06	0	0
C14C11.5.1	1065	748.055	0	0
C14C11.6.1	1748	1431.06	0	0
C14C11.7.1	453	174.014	0	0
C14C11.8a.1	2135	1818.06	0	0
C14C11.8b.1	2422	2105.06	2	89.3122
C14C6.1.1	805	490.151	0	0
C14C6.10a.1	981	664.055	0	0
C14C6.11.1	927	610.512	0	0
C14C6.13.1	903	586.652	0	0
C14C6.2a.1	761	447.382	0	0
C14C6.2b.1	228	44.405	0	0
C14C6.3.1	1044	727.055	0	0
C14C6.4.1	1138	821.055	0	0
C14C6.5a.1	566	265.087	0	0
C14C6.5b.1	312	83.7255	0	0
C14C6.6.1	1619	1302.06	0	0
C14C6.8.1	1497	1180.06	0	0
C14C6.9.1	915	598.512	0	0
C14E2.1.1	402	136.296	0	0
C14E2.11.1	1122	805.055	0	0
C14E2.3.1	618	312.136	0	0
C14E2.4.1	1148	831.055	0	0
C14E2.5.1	826	510.558	0	0
C14E2.6.1	984	667.055	0	0
C14E2.7.1	357	108.751	0	0
C14F11.1.1	1459	1142.06	0	0
C14F11.2.1	2024	1707.06	0	0
C14F11.2.2	2217	1900.06	2	98.9482
C14F11.3.1	1540	1223.06	0	0
C14F11.4a.1	1452	1135.06	0	0
C14F11.4b.1	1143	826.055	0	0
C14F11.5a.1	1307	990.055	0	0
C14F11.5b.1	1385	1068.06	0	0
C14F11.6.1	688	377.424	1	249.066
C14F11.7.1	356	108.314	0	0
C14F5.1a.1	1168	851.055	0	0
C14F5.1b.1	1200	883.055	0	0
C14F5.2.1	958	641.364	0	0
C14F5.3a.1	1517	1200.06	7	548.329
C14F5.3a.2	1453	1136.06	0	0
C14F5.3b.1	3963	3646.06	0	0
C14F5.3c.1	1462	1145.06	0	0
C14F5.3c.2	1315	998.055	0	0
C14F5.3c.3	1403	1086.06	0	0
C14F5.3c.4	1454	1137.06	0	0
C14F5.3d.1	4045	3728.06	0	0
C14F5.3e.1	4191	3874.06	0	0
C14F5.3f.1	1416	1099.06	0	0
C14F5.3f.2	1285	968.055	0	0
C14F5.4.1	1146	829.055	1	113.386
C14F5.5.1	1456	1139.06	3	247.583
C14H10.1.1	1362	1045.06	1	89.9508
C14H10.2a.1	2472	2155.06	0	0
C14H10.2b.1	1239	922.055	0	0
C14H10.2c.1	2306	1989.06	0	0
C14H10.2d.1	2392	2075.06	0	0
C14H10.2e.1	1917	1600.06	2	117.5
C14H10.3a.1	2951	2634.06	1.31926e-07	4.70814e-06
C14H10.3b.1	2982	2665.06	0	0
C14H10.3b.2	2888	2571.06	2	73.1245
C14H10.4.1	1056	739.055	0	0
C15A11.1.1	1029	712.055	0	0
C15A11.2.1	750	436.906	0	0
C15A11.2.2	681	370.782	0	0
C15A11.2.3	2290	1973.06	0	0
C15A11.2.4	676	366.136	0	0
C15A11.3.1	1872	1555.06	0	0
C15A11.4.1	1567	1250.06	0	0
C15A11.5.1	1569	1252.06	0	0
C15A11.6.1	1023	706.055	0	0
C15A11.7a.1	1665	1348.06	0	0
C15A7.1.1	1357	1040.06	0	0
C15A7.2.1	1813	1496.06	0	0
C15A7.4.1	1182	865.055	0	0
C15B12.1.1	1252	935.055	0	0
C15B12.2.1	1255	938.055	0	0
C15B12.3.1	279	66.9814	0	0
C15B12.4.1	1786	1469.06	0	0
C15B12.5a.1	2244	1927.06	0	0
C15B12.5b.1	2405	2088.06	0	0
C15B12.5c.1	2060	1743.06	0	0
C15B12.5d.1	2133	1816.06	0	0
C15B12.5e.1	2040	1723.06	0	0
C15B12.6a.1	1358	1041.06	0	0
C15B12.6b.1	1329	1012.06	0	0
C15B12.7a.1	2014	1697.06	0	0
C15B12.7a.2	2228	1911.06	0	0
C15B12.7b.1	2331	2014.06	0	0
C15B12.7b.2	2140	1823.06	0	0
C15B12.7c.1	1959	1642.06	0	0
C15B12.8.1	1290	973.055	0	0
C15B12.9.1	1163	846.055	0	0
C15C6.1.1	837	521.435	1	180.278
C15C6.2a.1	871	554.926	0	0
C15C6.2b.1	953	636.364	0	0
C15C6.3.1	2585	2268.06	1	41.4468
C15C6.4.1	720	408.108	0	0
C15C7.1.1	670	360.66	0	0
C15C7.2.1	2068	1751.06	0	0
C15C7.4.1	1014	697.055	0	0
C15C7.4.2	639	331.893	0	0
C15C7.5.1	744	431.215	0	0
C15C7.5.2	713	401.494	1	234.134
C15C7.6.1	1436	1119.06	0	0
C15C7.7.1	1284	967.055	1	97.206
C15C8.1.1	1443	1126.06	0	0
C15C8.2.1	2300	1983.06	2	94.8068
