target_id	length	eff_length	est_counts	tpm
F44C8.5b.1	1431	1148.36	0	0
F44C8.5b.2	1962	1679.36	58.4521	1.06308
C50B6.14.1	1368	1085.36	173	4.86836
T01G6.8.1	1402	1119.36	591	16.1261
T01G6.2a.1	1562	1279.36	390.113	9.31341
T01G6.2b.1	801	518.527	125.887	7.41515
R11G11.1.1	1354	1071.36	419	11.9451
F44C8.8a.1	1304	1021.36	423.699	12.6704
F44C8.8b	1286	1003.36	58.301	1.77472
F44C8.2.1	1273	990.363	699	21.5573
VC5.5.1	1222	939.363	436	14.1764
C13C4.3a.1	1597	1314.36	150.081	3.48757
C13C4.3b.1	1621	1338.36	380.704	8.68811
C56E10.4a.1	1282	999.363	91.054	2.78284
C56E10.4b.1	1591	1308.36	114.716	2.67797
C56E10.4c.1	891	608.363	32.2302	1.61812
C28D4.9.1	1558	1275.36	1606	38.4612
B0395.1.1	1926	1643.36	0	0
B0395.1.2	1633	1350.36	108	2.44278
B0495.4.1	2054	1771.36	1694	29.209
C54F6.13a.1	2082	1799.36	2.34801e-05	3.98559e-07
C54F6.13a.2	2134	1851.36	375.046	6.18735
C54F6.13b.1	2217	1934.36	5.95405	0.0940126
F14B8.1a.1	2966	2683.36	963.686	10.969
F14B8.1b.1	2687	2404.36	41.3136	0.524813
F57C7.2a.1	2360	2077.36	447.709	6.58257
F57C7.2b.1	2412	2129.36	269.897	3.87133
F57C7.2b.2	2510	2227.36	377.601	5.1779
F57C7.2b.3	2331	2048.36	49.7922	0.742448
F58E1.6a.1	1645	1362.36	44.8335	1.00513
F58E1.6b.1	2001	1718.36	1123.17	19.9637
Y18D10A.6a.1	2822	2539.36	1096.65	13.1903
Y18D10A.6b.1	2692	2409.36	110.351	1.39889
ZK822.3a.1	2417	2134.36	45.1304	0.645822
ZK822.3b.1	2095	1812.36	538.87	9.08134
ZK822.3c.1	2009	1726.36	0	0
F54F3.1a.1	4997	4714.36	709.885	4.59914
F54F3.1b.1	4830	4547.36	0	0
F54F3.1c.1	4018	3735.36	1352.11	11.0559
C01C4.1.1	710	427.899	1039	74.1627
T24D8.5.1	709	426.899	492	35.2007
F48C11.3.1	519	241.675	1556	196.648
F59C6.6.1	639	357.4	1	0.085459
F35C11.1.1	523	245.526	4.24538	0.528117
F35C11.1.2	516	239.041	297.755	38.045
T23E7.4a.1	577	296.896	1171.09	120.475
T23E7.4b.1	639	357.4	258.205	22.0659
T23E7.4b.2	1257	974.363	21.7067	0.680431
F18E9.2a.1	605	324.217	484.388	45.6319
F18E9.2b.1	489	214.142	507.612	72.4005
D2005.2.1	842	559.363	3726	203.451
E03D2.2a.1	712	429.856	1666.07	118.381
E03D2.2b.1	707	424.942	497.926	35.7888
F37A8.4.1	636	354.4	1483	127.808
ZK1320.10.1	639	357.4	1833	156.646
M01D7.5.1	440	170.413	2229	399.502
E03D2.1.1	747	464.724	3123	205.253
D1009.4.1	1024	741.363	4739	195.239
CC4.2.1	743	460.724	5640	373.895
T13A10.5a.1	1246	963.363	764.485	24.2376
T13A10.5b.1	1275	992.363	609.515	18.7597
Y45F10A.5.1	434	165.14	1012	187.172
F33A8.2.1	527	249.275	2396	293.576
K09C8.6.1	419	152.545	97	19.4216
F45E4.8.1	477	203.128	860	129.312
Y47D3B.2a.1	677	395.104	1113.51	86.0787
Y47D3B.2b.1	789	506.579	2984.48	179.943
T24D8.3.1	334	88.9902	2	0.686435
T24D8.4.1	502	226.058	4	0.540444
F35B12.7.1	377	119.273	752	192.569
Y43F8C.1.1	1668	1385.36	155	3.41727
Y43F8C.2.1	390	129.324	191	45.1091
B0213.2.1	316	77.9556	694	271.909
B0213.3.1	335	89.7008	170	57.8847
B0213.4.1	354	102.543	620	184.671
B0213.5.1	714	431.856	56	3.9606
B0213.6.1	451	179.943	233	39.5487
F30H5.2.1	387	127.089	27	6.48886
T19C4.7.1	344	95.8595	802	255.535
F20B10.1.1	3692	3409.36	930.419	8.33522
ZK892.2.1	467	194.094	1531	240.921
F07F6.6.1	3157	2874.36	126	1.33888
T01C3.10a.1	3068	2785.36	317	3.47607
T01C3.10b.1	1290	1007.36	0	0
F52B10.1a.1	6419	6136.36	1452.71	7.2307
F52B10.1b.1	6398	6115.36	3461.29	17.2873
F20G4.3.1	6494	6211.36	6177	30.374
C15H9.1.1	3241	2958.36	640	6.60754
Y75B8A.2a.1	1096	813.363	398.692	14.9715
Y75B8A.2b.1	279	57.7256	0	0
Y75B8A.2c	1786	1503.36	51.3084	1.0424
R03D7.7.1	1223	940.363	80	2.5984
ZK1127.1.1	1242	959.363	29.3454	0.934263
Y53C12B.3a.1	3233	2950.36	737.711	7.63699
Y53C12B.3b.1	3227	2944.36	677.372	7.02663
Y53C12B.3c.1	3412	3129.36	21.3764	0.208636
Y53C12B.3d.1	3248	2965.36	1186.98	12.2258
Y53C12B.3e.1	2265	1982.36	0	0
VC5.3a.1	4533	4250.36	11395.5	81.8879
VC5.3b.1	4631	4348.36	196.356	1.37921
VC5.3b.2	4432	4149.36	114.11	0.839947
VC5.3b.3	4348	4065.36	2996.6	22.5134
VC5.3b.4	4365	4082.36	18.279	0.136758
VC5.3b.5	4404	4121.36	114.767	0.850525
VC5.3b.6	4315	4032.36	4178.75	31.6518
VC5.3b.7	4336	4053.36	88.517	0.666996
VC5.3b.8	1755	1472.36	2192.1	45.4733
K07F5.13a.1	2963	2680.36	168.431	1.91929
K07F5.13b.1	2021	1738.36	554.121	9.73589
K07F5.13c.1	2295	2012.36	86.4476	1.31207
T01G9.4.1	1904	1621.36	624	11.7548
K12D12.2.1	5443	5160.36	2971.84	17.5896
Y54E5A.4.1	1807	1524.36	1344	26.9291
F07A11.3.1	2604	2321.36	834	10.9732
F56A3.3a.1	4758	4475.36	0.00932866	6.36653e-05
F56A3.3a.2	4752	4469.36	2053.56	14.0337
F56A3.3b.1	4779	4496.36	167.432	1.13733
T19B4.2.1	4468	4185.36	5320	38.8231
Y41D4B.19a.1	1416	1133.36	7.71812	0.207995
Y41D4B.19b.1	4435	4152.36	3399.91	25.0083
Y41D4B.19c.1	1131	848.363	15.3688	0.55331
F59A2.1a.1	2943	2660.36	0	0
F59A2.1a.2	2968	2685.36	5565.02	63.2959
F59A2.1b.1	3015	2732.36	443.977	4.96288
ZK328.5a.1	3155	2872.36	1147.14	12.198
ZK328.5b.1	5377	5094.36	2449.88	14.6881
ZK328.5c.1	3161	2878.36	161.977	1.71878
F53F10.5.1	2595	2312.36	1658	21.8998
T23H2.1.1	5929	5646.36	2730.74	14.7715
Y37E3.15a.1	2539	2256.36	1434.02	19.4114
Y37E3.15b	2931	2648.36	69.3496	0.799794
Y37E3.15c.1	1968	1685.36	0	0
C03D6.4.1	4342	4059.36	2524	18.9908
C29E4.4.1	3629	3346.36	666	6.07873
Y56A3A.17.1	1618	1335.36	906	20.7224
F10G8.3.1	1453	1170.36	135.796	3.54386
F10G8.3.2	1781	1498.36	516.204	10.5224
Y43F4B.4.1	1303	1020.36	515	15.4157
R06F6.5a.1	1380	1097.36	354.619	9.87015
R06F6.5b.1	1390	1107.36	55.3807	1.5275
Y77E11A.13a.1	1142	859.363	949	33.7288
Y77E11A.13b.1	852	569.363	0	0
C39E6.6.1	1497	1214.36	130	3.26969
T05A1.1a.1	1595	1312.36	409.192	9.52324
T05A1.1b.1	1475	1192.36	0	0
T05A1.1b.2	1395	1112.36	0	0
T05A1.1c.1	1239	956.363	42.8081	1.36715
F55B12.5.1	1740	1457.36	2252	47.1968
C08B11.4.1	2574	2291.36	981	13.0764
F22D6.3a.1	1803	1520.36	2818	56.6116
F22D6.3b	693	410.983	0	0
F25G6.6.1	2132	1849.36	352	5.81343
H15N14.2a.1	2804	2521.36	1736.73	21.0382
H15N14.2b.1	2277	1994.36	1019.27	15.6098
K01C8.9.1	1811	1528.36	9979	199.422
F59A6.1a.1	5061	4778.36	4149.95	26.5262
F59A6.1b.1	4832	4549.36	1407.05	9.44652
B0286.4a.1	1598	1315.36	1368.34	31.7732
B0286.4b.1	1345	1062.36	21.144	0.607892
B0286.4c.1	1469	1186.36	181.042	4.66093
B0286.4c.2	1618	1335.36	43.2829	0.989986
B0286.4c.3	1680	1397.36	1937.77	42.355
B0286.4c.4	1922	1639.36	10.5191	0.195982
B0286.4c.5	1540	1257.36	162.978	3.95896
B0286.4c.6	1362	1079.36	0	0
B0286.4c.7	1389	1106.36	0	0
B0286.4c.8	1296	1013.36	97.7692	2.94679
B0286.4c.9	1313	1030.36	0	0
B0286.4d.1	1077	794.363	514.153	19.769
Y56A3A.1a.1	2567	2284.36	3241.85	43.345
Y56A3A.1b.1	597	316.281	90.1506	8.70577
C49H3.5a.1	3354	3071.36	3166.43	31.4884
C49H3.5b	2494	2211.36	278.415	3.84543
C49H3.5c.1	3355	3072.36	2656.02	26.404
C49H3.5d.1	3390	3107.36	715.138	7.02926
C49H3.5e.1	3360	3077.36	0	0
C07B5.5.1	1249	966.363	3163	99.9702
F53A2.4.1	1035	752.363	505	20.501
T03D8.1a.1	2177	1894.36	584.068	9.41698
T03D8.1b.1	3158	2875.36	125.515	1.33326
T03D8.1c.1	1650	1367.36	318.121	7.10592
T03D8.1d.1	2049	1766.36	165.296	2.85822
T03D8.1e.1	1608	1325.36	0	0
C09H10.3.1	1605	1322.36	6260	144.589
C15H11.3.1	2804	2521.36	6593.23	79.8683
C15H11.6.1	1481	1198.36	69.2816	1.7658
Y71F9AM.5a.1	529	251.199	219.558	26.6958
Y71F9AM.5b.1	565	285.392	27.4421	2.93689
T01B11.7.1	1685	1402.36	201	4.37771
F28H7.10a.1	2689	2406.36	205	2.60198
F28H7.10b.1	84	20.2	0	0
T09A12.3a.1	2871	2588.36	192	2.26562
T09A12.3b.1	1431	1148.36	0	0
T10B10.7.1	2537	2254.36	350	4.74194
Y40C5A.2.1	2390	2107.36	75	1.08701
F52F12.1a.1	1897	1614.36	86	1.62708
F52F12.1b.1	1833	1550.36	0	0
ZK455.8a.1	2385	2102.36	514.268	7.47126
ZK455.8b.1	1587	1304.36	2.73178	0.0639675
K11C4.4.1	1580	1297.36	1539	36.2317
B0280.4.1	1197	914.363	12	0.400843
C34H3.2.1	1075	792.363	291	11.2171
F25D7.3a.1	3438	3155.36	469.478	4.54441
F25D7.3b.1	3389	3106.36	282.522	2.77786
R01E6.1.1	3403	3120.36	134	1.31163
T01C4.2a.1	1226	943.363	35.7784	1.15839
T01C4.2b.1	871	588.363	175.147	9.09221
T01C4.2c.1	902	619.363	87.0743	4.29394
C34D1.3.1	1632	1349.36	966	21.8655
Y102E9.1a.1	1533	1250.36	29.2799	0.715229
Y102E9.1a.2	1433	1150.36	53.9895	1.43346
Y102E9.1a.3	1427	1144.36	6.80919e-05	1.81737e-06
Y102E9.1a.4	1659	1376.36	144.182	3.19955
Y102E9.1b.1	1952	1669.36	243.635	4.4576
Y102E9.1c.1	1422	1139.36	187.913	5.03741
T18D3.2.1	1482	1199.36	27	0.687582
C53B7.5.1	1111	828.363	438	16.1497
K04G7.3a.1	4110	3827.36	6088	48.5833
K04G7.3b.1	2922	2639.36	0	0
C09E7.3.1	500	224.265	96	13.0744
Y38F1A.9.1	374	116.871	141	36.8489
Y50E8A.3.1	512	235.235	382	49.5991
C08H9.5.1	1730	1447.36	210	4.43153
ZK938.5.1	1497	1214.36	0	0
C09G9.6.1	1801	1518.36	66	1.32764
ZC513.6.1	1546	1263.36	65	1.57144
B0334.11a.1	1659	1376.36	129.059	2.86397
B0334.11b.1	1569	1286.36	473.941	11.2531
C18E9.11a.1	1203	920.363	445.391	14.7806
C18E9.11b.1	1233	950.363	32.6094	1.04801
C06G8.2.1	2526	2243.36	836	11.382
K04E7.2.1	2795	2512.36	9116	110.824
F56F4.5.1	2441	2158.36	675	9.55192
F57H12.3.1	779	496.629	2	0.123001
F59E10.1.1	1665	1382.36	406	8.97048
T27B1.1.1	6024	5741.36	1346	7.16047
M02B7.3a.1	2200	1917.36	224.468	3.5757
M02B7.3a.2	2791	2508.36	169.258	2.06096
M02B7.3a.3	2346	2063.36	13.4321	0.198829
M02B7.3b.1	2100	1817.36	228.722	3.84394
Y41G9A.1.1	2605	2322.36	875	11.5077
R31.3.1	1508	1225.36	164.092	4.09011
T05D4.4a.1	2101	1818.36	1821.15	30.5899
T05D4.4b.1	1686	1403.36	44.8463	0.97604
R07G3.6.1	1167	884.363	13	0.448977
B0212.5.1	2875	2592.36	1124	13.2429
T20H4.1a.1	1658	1375.36	806.791	17.9166
T20H4.1b.1	1542	1259.36	40.0921	0.972343
F11C7.5.1	1176	893.363	1421.64	48.604
F11C7.5.2	1173	890.363	17473.4	599.406
Y75B8A.12.1	2337	2054.36	486	7.22555
C44B12.2a.1	1153	870.363	14862	521.541
C44B12.2b.1	534	255.687	481.987	57.5757
Y39A1C.2.1	3310	3027.36	1082	10.9163
F48E8.5.1	2159	1876.36	6458	105.122
Y106G6H.2.1	2131	1848.36	0.00939578	0.000155259
Y106G6H.2.2	2339	2056.36	108669	1614.05
Y106G6H.2.3	2229	1946.36	65.2738	1.0243
F18H3.3a.1	3026	2743.36	1.74879e-05	1.947e-07
F18H3.3a.2	3230	2947.36	7526.08	77.9914
F18H3.3a.3	3999	3716.36	102.725	0.844246
F18H3.3b.1	2681	2398.36	1102.19	14.0364
C17E4.5.1	979	696.363	1423	62.4138
Y18D10A.13.1	7731	7448.36	6298	25.8258
W03G9.6.1	1335	1052.36	0	0
W03G9.6.2	1294	1011.36	3	0.0905995
C52B9.7a.1	1274	991.363	192.985	5.94568
C52B9.7a.2	1473	1190.36	215.342	5.52537
C52B9.7b.1	649	367.217	2.67334	0.222353
F45B8.4.1	1586	1303.36	187	4.38216
C09B8.7a.1	2314	2031.36	765.091	11.5037
C09B8.7b.1	2304	2021.36	544.909	8.23363
C09B8.7c.1	1572	1289.36	0	0
C38D4.6a.1	1317	1034.36	26.6855	0.787978
C38D4.6a.2	1451	1168.36	0	0
C38D4.6b.1	1424	1141.36	55.406	1.48267
C38D4.6b.2	1321	1038.36	65.2377	1.91894
C38D4.6c.1	1192	909.363	79.6708	2.67592
F49E8.3a.1	2812	2529.36	225.528	2.72333
F49E8.3a.2	3008	2725.36	374.178	4.1934
F49E8.3a.3	2967	2684.36	1075.29	12.2348
F49E8.3b.1	2847	2564.36	0	0
M88.6a.1	1262	979.363	435.834	13.5922
M88.6b.1	2197	1914.36	1250.17	19.946
M88.6c.1	279	57.7256	0	0
H39E23.1a.1	4347	4064.36	4874.45	36.6306
H39E23.1b.1	4070	3787.36	2544.28	20.5182
H39E23.1c.1	3189	2906.36	263.817	2.77246
H39E23.1d.1	3651	3368.36	126.616	1.1481
H39E23.1e.1	4673	4390.36	0	0
H39E23.1e.2	4594	4311.36	0	0
H39E23.1e.3	3174	2891.36	149.101	1.57504
H39E23.1e.4	3441	3158.36	0	0
H39E23.1e.5	3207	2924.36	181.099	1.89145
H39E23.1e.6	3880	3597.36	180.553	1.53296
H39E23.1f.1	3312	3029.36	0	0
H39E23.1g.1	3126	2843.36	0	0
H39E23.1h.1	2118	1835.36	763.192	12.7006
H39E23.1i.1	690	408.024	40.7634	3.05138
H39E23.1j.1	4366	4083.36	1042.23	7.79573
H39E23.1k.1	1785	1502.36	0.126499	0.00257172
H39E23.1l.1	4091	3808.36	474.087	3.80217
H39E23.1m.1	5149	4866.36	3197.69	20.0698
F58B6.3a.1	999	716.363	91	3.87989
F58B6.3b.1	2038	1755.36	140	2.43597
F58B6.3c.1	228	36.6696	0	0
F54E7.3a.1	4900	4617.36	216.982	1.43529
F54E7.3b.1	4909	4626.36	70.5314	0.465645
F54E7.3b.2	4894	4611.36	6.89899	0.0456949
F54E7.3b.3	4844	4561.36	2.79379e-05	1.87073e-07
F54E7.3c.1	4706	4423.36	2.60299	0.0179735
F54E7.3c.2	4522	4239.36	803.04	5.7856
F54E7.3d.1	4707	4424.36	0	0
F54E7.3e.1	4692	4409.36	360.125	2.49453
F54E7.3f.1	4519	4236.36	0.6541	0.00471588
F54E7.3g.1	3903	3620.36	0	0
F54E7.3h.1	5010	4727.36	452.952	2.92648
F54E7.3i.1	5019	4736.36	0	0
F54E7.3j.1	4690	4407.36	0.0166847	0.000115625
F54E7.3k.1	3993	3710.36	0	0
F54E7.3l.1	4317	4034.36	1027.95	7.7823
F54E7.3m.1	3756	3473.36	0	0
Y59A8B.14a.1	1854	1571.36	229.516	4.46117
Y59A8B.14b.1	1431	1148.36	0	0
Y59A8B.14c.1	1842	1559.36	961.484	18.8324
M117.2a.1	1106	823.363	4393.66	162.985
M117.2a.2	1150	867.363	44.7551	1.57599
M117.2a.3	1252	969.363	3012.93	94.9323
M117.2a.4	1214	931.363	5523.66	181.142
M117.2b.1	381	122.377	0	0
T26E3.3a.1	1410	1127.36	959	25.9816
T26E3.3a.2	1336	1053.36	0	0
T26E3.3b.1	570	290.131	0	0
C15H11.7.1	946	663.363	895	41.2082
D1054.2.1	842	559.363	857	46.7949
Y110A7A.14.1	893	610.363	1396	69.8568
C36B1.4.1	883	600.363	649	33.0174
F25H2.9.1	855	572.363	939	50.1078
CD4.6.1	989	706.363	1373	59.3682
ZK945.2.1	979	696.363	1034	45.352
F54F2.1.1	3972	3689.36	5055	41.8486
ZK1058.2.1	2848	2565.36	4787	56.9936
C29F9.7.1	1597	1314.36	1220	28.3502
T21D12.4.1	1259	976.363	894	27.9665
T27B1.2a.1	2080	1797.36	514.215	8.73818
T27B1.2b.1	2075	1792.36	374.785	6.38657
T27B1.2c.1	1323	1040.36	0	0
T27B1.2d.1	1317	1034.36	0	0
F54C1.7.1	674	392.104	9658.67	752.363
F54C1.7.2	855	572.363	0	0
F54C1.7.3	847	564.363	15.2637	0.826063
F54C1.7.4	830	547.418	26.8532	1.49827
F54C1.7.5	813	530.527	151.807	8.73967
F54C1.7.6	835	552.363	358.405	19.8181
T17H7.4a.1	2424	2141.36	0	0
T17H7.4b.1	2244	1961.36	1822.98	28.3881
T17H7.4c.1	2121	1838.36	78.1104	1.29774
T17H7.4d.1	5130	4847.36	1341.02	8.44973
T17H7.4d.2	5135	4852.36	2235.57	14.0717
T17H7.4d.3	4182	3899.36	540.748	4.23558
T17H7.4d.4	4041	3758.36	0	0
T17H7.4d.5	3369	3086.36	0.0233757	0.000231329
T17H7.4d.6	3438	3155.36	340.51	3.29604
T17H7.4d.7	3299	3016.36	815.939	8.26201
T17H7.4e.1	3659	3376.36	54.5771	0.493711
T17H7.4g.1	2426	2143.36	629.92	8.97639
T17H7.4g.2	2342	2059.36	181.445	2.69106
T17H7.4h.1	1373	1090.36	12.3147	0.344957
T17H7.4i.1	1736	1453.36	1028.09	21.6057
T17H7.4j.1	2608	2325.36	2681.74	35.224
T17H7.4k.1	2434	2151.36	0	0
T17H7.4k.2	2408	2125.36	0	0
T17H7.4m.1	66	19	0	0
K07C11.1.1	884	601.363	5	0.253948
K06B9.5a.1	1748	1465.36	41.7245	0.869675
K06B9.5b.1	870	587.363	6.27554	0.326329
F27E5.2.1	1625	1342.36	120	2.73038
Y71H2AL.1.1	697	414.983	1618	119.086
K09C8.1.1	2526	2243.36	901	12.267
K08D12.1.1	822	539.527	1580	89.4449
C47B2.4.1	1007	724.363	1019	42.9664
Y38A8.2.1	848	565.363	819	44.2454
T20F5.2.1	801	518.527	910	53.6021
K05C4.1.1	1059	776.363	1719	67.6274
C02F5.9.1	878	595.363	790	40.5281
F39H11.5.1	878	595.363	959	49.1981
C10F3.5a.1	1366	1083.36	247	6.96361
C10F3.5b.1	920	637.363	4.63008e-05	2.21878e-06
W03D2.4.1	991	708.363	664	28.6302
ZK112.1.1	1773	1490.36	3082	63.1615
F23B2.12.1	3556	3273.36	1547.14	14.436
F23B2.11.1	3363	3080.36	9306.86	92.2812
Y116F11B.3.1	3169	2886.36	2926.06	30.9631
Y116F11B.3.2	3204	2921.36	166.937	1.74534
F54D5.1a.1	1823	1540.36	214.998	4.26307
F54D5.1b.1	1257	974.363	457.002	14.3255
C07G1.3a.1	2244	1961.36	278.392	4.33521
C07G1.3a.2	2198	1915.36	193.691	3.08865
C07G1.3b	2425	2142.36	0	0
C07G1.3c.1	2468	2185.36	1159.92	16.2112
C14B1.1.1	1577	1294.36	4259	100.499
C07A12.4.1	1898	1615.36	12768.5	241.424
C07A12.4.2	1762	1479.36	2015.5	41.6122
H06O01.1.1	1702	1419.36	8434.97	181.51
H06O01.1.2	1699	1416.36	621.032	13.3922
H42K12.1a.1	2402	2119.36	866.737	12.4909
H42K12.1b.1	2422	2139.36	230.263	3.28738
C27H5.1.1	639	357.4	533	45.5496
K08E3.7a.1	1266	983.363	260.332	8.08584
K08E3.7b.1	1183	900.363	150.189	5.09487
K08E3.7b.2	1176	893.363	5.18565	0.177291
K08E3.7c.1	975	692.363	170.293	7.51233
T14F9.4a.1	2174	1891.36	677.723	10.9443
T14F9.4b.1	819	536.527	0	0
T14F9.4c.1	1332	1049.36	79.2773	2.30746
F23H11.8a.1	2363	2080.36	465.953	6.84092
F23H11.8b.1	2172	1889.36	349.047	5.64261
F23H11.8b.2	2404	2121.36	0	0
F23H11.8c.1	1996	1713.36	0	0
F46C3.1.1	3709	3426.36	2865	25.5389
T28D6.9.1	483	208.576	89	13.0328
T28H11.4a.1	938	655.363	42	1.9574
T28H11.4b.1	687	405.024	0	0
F56G4.2.1	996	713.363	0	0
Y119D3B.17.1	1498	1215.36	1026.59	25.799
Y119D3B.17.2	2044	1761.36	2861.41	49.6184
T27D12.4a.1	1541	1258.36	12.8071	0.310855
T27D12.4b.1	1293	1010.36	0.07618	0.0023029
T27D12.4c.1	1442	1159.36	95.1167	2.50581
F09C3.1.1	4281	3998.36	4562	34.8485
F18G5.2a.1	1674	1391.36	0	0
F18G5.2b.1	1678	1395.36	9	0.197
R11H6.1.1	1541	1258.36	5195	126.093
Y46G5A.27.1	1456	1173.36	3	0.0780909
K05B2.5a.1	2799	2516.36	2422.13	29.3992
K05B2.5a.2	2717	2434.36	0	0
K05B2.5b.1	2936	2653.36	962.156	11.0754
K05B2.5c.1	3641	3358.36	293.714	2.67121
F14B8.3.1	1657	1374.36	4	0.0888935
Y18D10A.20.1	701	418.942	1093	79.6853
F35C8.6.1	774	491.629	859	53.3663
K03E6.6.1	521	243.601	625	78.3634
ZK381.4a.1	2383	2100.36	8.37935e-07	1.21851e-08
ZK381.4a.2	2423	2140.36	580.098	8.27801
ZK381.4b.1	2316	2033.36	169.902	2.55208
B0523.3.1	1716	1433.36	51.8905	1.10571
B0523.3.2	2006	1723.36	23.1095	0.409568
C18G1.4a.1	2272	1989.36	79.0639	1.21388
C18G1.4b.1	2285	2002.36	52.9361	0.807459
K08E7.9.1	4092	3809.36	691	5.54035
C34G6.4a.1	4164	3881.36	721.871	5.68051
C34G6.4b.1	3891	3608.36	262.08	2.21838
C34G6.4c.1	4323	4040.36	0	0
C34G6.4d.1	4331	4048.36	561.048	4.23284
ZK455.7.1	3900	3617.36	1359	11.4746
F42E11.1a.1	4081	3798.36	605.874	4.87189
F42E11.1b.1	3917	3634.36	1.22914e-07	1.03297e-09
F42E11.1b.2	3918	3635.36	380.126	3.19368
C05A9.1a.1	3991	3708.36	861.391	7.09463
C05A9.1b.1	3483	3200.36	94.3313	0.90026
T21E8.1a.1	3984	3701.36	137.482	1.13448
T21E8.1b.1	3615	3332.36	0	0
T21E8.1c.1	3774	3491.36	920.347	8.05134
T21E8.2.1	3459	3176.36	47.4477	0.456244
T21E8.3.1	3959	3676.36	193	1.60343
C47A10.1.1	3991	3708.36	2740	22.5673
C54D1.1.1	4284	4001.36	1446	11.0375
DH11.3.1	3980	3697.36	706.802	5.83872
DH11.3.2	3930	3647.36	726.198	6.08118
F22E10.1.1	4137	3854.36	1721	13.6377
F22E10.2.1	4319	4036.36	67	0.506986
F22E10.3.1	4293	4010.36	1839.99	14.0134
Y48A6C.5a.1	2171	1888.36	21.9258	0.354635
Y48A6C.5b.1	2092	1809.36	635.481	10.7272
M6.3.1	1109	826.363	66	2.43941
F38A6.1a.1	2158	1875.36	2411.42	39.2735
F38A6.1b.1	1329	1046.36	12.5791	0.367179
F38A6.1c.1	1874	1591.36	0	0
Y37E3.9.1	1078	795.363	5068	194.618
T24H7.1.1	1134	851.363	4213	151.143
Y54F10BM.14.1	1088	805.363	331	12.553
F27E5.4.1	861	578.363	60	3.16856
EGAP2.3.1	1511	1228.36	1473.01	36.626
T16D1.2.1	1418	1135.36	3366	90.5505
Y75B8A.1.1	1270	987.363	823.896	25.4863
F35G2.4.1	1736	1453.36	584	12.273
T20B3.7.1	1090	807.363	0	0
T20B3.7.2	1039	756.363	0	0
Y49E10.14a.1	1116	833.363	92	3.37183
Y49E10.14b.1	375	117.709	0	0
Y18H1A.6a.1	2324	2041.36	73.8651	1.10517
Y18H1A.6b.1	1185	902.363	19.614	0.663889
Y18H1A.6c.1	1716	1433.36	7.52093	0.160261
Y18H1A.6d.1	243	42.3857	0	0
K09B11.1a.1	2329	2046.36	153.863	2.29648
K09B11.1a.2	2407	2124.36	1.27099e-08	1.82736e-10
K09B11.1b.1	1338	1055.36	0.000533263	1.5433e-05
K09B11.1c	1569	1286.36	203.137	4.82321
F07C6.1a.1	1135	852.363	143	5.12416
F07C6.1b.1	171	18.5714	0	0
T13F2.3a.1	3391	3108.36	1573.87	15.4649
T13F2.3b.1	3391	3108.36	325.099	3.19445
F57F5.5a.1	3217	2934.36	299.806	3.1206
F57F5.5a.2	3394	3111.36	1076.62	10.5687
F57F5.5a.3	3365	3082.36	4226.13	41.8765
F57F5.5b.1	3006	2723.36	1230.33	13.7983
F57F5.5c.1	2292	2009.36	936.02	14.2278
E01H11.1a.1	2389	2106.36	495.811	7.18943
E01H11.1b.1	2930	2647.36	1114.34	12.8563
E01H11.1c.1	2302	2019.36	286.461	4.33275
E01H11.1d.1	2587	2304.36	547.676	7.25912
E01H11.1e.1	2727	2444.36	320.266	4.00181
E01H11.1f.1	2184	1901.36	1002.44	16.103
F09E5.1.1	2332	2049.36	1139	16.9753
Y73F8A.1.1	2299	2016.36	45	0.68164
F31B12.1a.1	5938	5655.36	381.646	2.06116
F31B12.1b.1	5909	5626.36	408.501	2.21757
F31B12.1c.1	5901	5618.36	447.652	2.43356
F31B12.1d.1	10656	10373.4	391.696	1.1533
F31B12.1e.1	5637	5354.36	1149.53	6.55727
F31B12.1f.1	5829	5546.36	75.0841	0.413477
F31B12.1g.1	10485	10202.4	103.513	0.30989
F31B12.1h.1	10515	10232.4	159.773	0.476913
F31B12.1i.1	10635	10352.4	740.55	2.18488
F31B12.1j.1	10464	10181.4	199.219	0.597636
F31B12.1k.1	10665	10382.4	704.68	2.07304
F31B12.1l.1	10494	10211.4	190.158	0.568777
Y75B12B.6.1	2896	2613.36	1032	12.0612
T01E8.3.1	4427	4144.36	1388	10.2292
R05G6.8.1	2416	2133.36	1135	16.2496
C04G6.3.1	4713	4430.36	4263	29.3892
F44E2.11.1	654	372.217	42	3.44639
C14B9.4.1	2289	2006.36	778	11.8435
Y71F9B.7.1	2177	1894.36	80	1.28985
F55G1.8.1	2051	1768.36	226	3.90345
K10F12.3a.1	3352	3069.36	515.436	5.12906
K10F12.3b.1	3314	3031.36	1566.56	15.7842
F45E4.2.1	973	690.363	1944.91	86.0465
Y55F3AL.1a.1	6524	6241.36	2760.16	13.5072
Y55F3AL.1b.1	6554	6271.36	2281.84	11.1131
Y55F3AL.1c.1	5304	5021.36	5.51007e-07	3.35156e-09
Y55F3AL.1d.1	5271	4988.36	1.30252e-06	7.97512e-09
Y55F3AL.1e.1	3525	3242.36	0	0
Y55F3AL.1f.1	3558	3275.36	0	0
K04B12.1.1	5538	5255.36	1848	10.7402
Y71F9AL.18a.1	2984	2701.36	343.282	3.88132
